Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,SA Score,Planarity,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
8_30_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(NC(C)=O)ccc3nsnc:23)c1OC,-5.725142,-2.283561,3.441581,2.9631820957595068,0.004332063105012425,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_32_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC)ccc3nsnc:23)c1OC,-5.46503,-2.308066,3.156964,2.9035519233608884,0.004481103903748216,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_33_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C=O)ccc3nsnc:23)c1OC,-5.706678,-2.824695,2.881983,3.0705631659644386,0.039196302043152415,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_34_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S(=O)(=O)O)ccc3nsnc:23)c1OC,-5.806827,-2.976069,2.830757,3.0686676537513247,0.041881672558676655,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_35_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C(F)(F)F)ccc3nsnc:23)c1OC,-5.572238,-2.740355,2.831882,3.0556877287982287,0.0024958981048097987,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_36_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(F)ccc3nsnc:23)c1OC,-5.540818,-2.453566,3.087252,2.9292305772226364,0.06798561735563723,Single,F,DHICA,Methylated,7 - DHICA,single
8_37_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(O)ccc3nsnc:23)c1OC,-5.504674,-2.177221,3.327453,2.970388731068791,0.2613687084223773,Single,OH,DHICA,Methylated,7 - DHICA,single
8_38_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S)ccc3nsnc:23)c1OC,-5.642141,-2.370119,3.272022,3.145775192607253,0.002607520409918573,Single,SH,DHICA,Methylated,7 - DHICA,single
8_39_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(Br)ccc3nsnc:23)c1OC,-5.557896,-2.576372,2.981525,3.003309346453406,0.009596592632671725,Single,Br,DHICA,Methylated,7 - DHICA,single
8_40_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cccc3nsnc:23)c1OC,-5.539513,-2.36576,3.173753,2.8185059910442725,0.023837885376799508,Single,none,DHICA,Methylated,7 - DHICA,single
8_41_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C)ccc3nsnc:23)c1OC,-5.500555,-2.283304,3.217251,2.926234269530328,0.03737368100844939,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_42_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C#N)ccc3nsnc:23)c1OC,-5.664361,-2.918406,2.745955,3.0561116866744973,0.03219878743804291,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_43_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(OC(C)=O)cc3nsnc:23)c1OC,-5.484041,-2.390622,3.093419,3.0563567018762816,0.04595357892225154,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_44_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(NC(C)=O)cc3nsnc:23)c1OC,-5.588495,-2.268557,3.319938,2.989064394183975,0.0026412751370756137,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_46_single_A,COc1c:C(c2c(OC)c(OC)cc3cc(C(=O)O)n(C)c23):c2nsnc2c1,-5.563718,-2.243595,3.320123,2.959513461822425,0.012118336279292534,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_47_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C=O)cc3nsnc:23)c1OC,-5.690792,-2.933442,2.75735,3.125335355313551,0.024350146251307336,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_48_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(S(=O)(=O)O)cc3nsnc:23)c1OC,-5.706454,-2.927633,2.778821,3.09882862936108,0.05845280688173543,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_49_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C(F)(F)F)cc3nsnc:23)c1OC,-5.664364,-2.698957,2.965407,3.0676747832072344,0.06955541383937594,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_50_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(F)cc3nsnc:23)c1OC,-5.636411,-2.465496,3.170916,3.002812731068791,0.03670407346104515,Single,F,DHICA,Methylated,7 - DHICA,single
8_51_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(O)cc3nsnc:23)c1OC,-5.60527,-2.26635,3.33892,3.078050884914944,0.0047572213917895165,Single,OH,DHICA,Methylated,7 - DHICA,single
8_52_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(S)cc3nsnc:23)c1OC,-5.618062,-2.429941,3.18812,3.2783751926072515,0.02106187205024095,Single,SH,DHICA,Methylated,7 - DHICA,single
8_53_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(Br)cc3nsnc:23)c1OC,-5.651289,-2.602478,3.048811,3.03945150029956,0.03656362868855085,Single,Br,DHICA,Methylated,7 - DHICA,single
8_54_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C)cc3nsnc:23)c1OC,-5.524834,-2.254086,3.270748,2.9728921156841768,0.019646905917694826,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_55_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C#N)cc3nsnc:23)c1OC,-5.751225,-2.978681,2.772544,3.100760207384557,0.038088363831581096,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_56_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC(C)=O)ncc3nsnc:23)c1OC,-5.56039,-2.882083,2.678307,3.246622874258117,0.013517705124476042,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_57_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(NC(C)=O)ncc3nsnc:23)c1OC,-5.686094,-2.727795,2.958299,3.176226025323918,0.14051269970861047,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_58_single_A,CNc1ncc2nsnc2:C:1c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,-5.460628,-2.435393,3.025235,3.221209319810592,0.02139470581216699,Single,Amine,DHICA,Methylated,7 - DHICA,single
8_59_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC)ncc3nsnc:23)c1OC,-5.443354,-2.694568,2.748785,3.150407544662662,0.04878600435343825,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_60_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C=O)ncc3nsnc:23)c1OC,-5.536319,-3.156874,2.379446,3.319415828686332,0.033973242079486175,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_61_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S(=O)(=O)O)ncc3nsnc:23)c1OC,-5.77522,-3.632343,2.142877,3.338983413601229,0.00641710641872148,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_62_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C(F)(F)F)ncc3nsnc:23)c1OC,-5.653171,-3.134129,2.519043,3.249072907034625,0.004022175473552737,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_63_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(F)ncc3nsnc:23)c1OC,-5.622592,-2.93038,2.692213,3.2071635002995595,0.012842585832913785,Single,F,DHICA,Methylated,7 - DHICA,single
8_64_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(O)ncc3nsnc:23)c1OC,-5.468357,-2.747098,2.721259,3.263277346453406,0.05690995766164125,Single,OH,DHICA,Methylated,7 - DHICA,single
8_65_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S)ncc3nsnc:23)c1OC,-5.583471,-2.818286,2.765185,3.370596115684175,0.013484873939324078,Single,SH,DHICA,Methylated,7 - DHICA,single
8_66_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(Br)ncc3nsnc:23)c1OC,-5.634872,-3.037744,2.597128,3.260766577222638,0.020910712544589274,Single,Br,DHICA,Methylated,7 - DHICA,single
8_67_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cncc3nsnc:23)c1OC,-5.636686,-2.784486,2.852201,3.1004838624878968,0.04663997892644948,Single,none,DHICA,Methylated,7 - DHICA,single
8_68_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C)ncc3nsnc:23)c1OC,-5.588248,-2.693751,2.894497,3.1181419618380213,0.03536705647864323,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_70_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(OC(C)=O)cc3nsnc:23)c1OC,-5.525672,-2.788669,2.737003,3.252811938206216,0.08512079911449345,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_71_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(NC(C)=O)cc3nsnc:23)c1OC,-5.637501,-2.620384,3.017117,3.1450037825064943,0.09844355809756994,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_72_single_A,CNc1cc2nsnc2:C(c2c(OC)c(OC)cc3cc(C(=O)O)n(C)c23):n1,-5.455532,-2.306345,3.149187,3.1896205624141416,0.14970417517416298,Single,Amine,DHICA,Methylated,7 - DHICA,single
8_73_single_A,COc1cc2nsnc2:C(c2c(OC)c(OC)cc3cc(C(=O)O)n(C)c23):n1,-5.596317,-2.616474,2.979843,3.147114645254379,0.12374342218896367,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_74_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(C=O)cc3nsnc:23)c1OC,-5.715025,-3.155617,2.559408,3.284585651171539,0.11472949403710758,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_75_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(S(=O)(=O)O)cc3nsnc:23)c1OC,-5.878621,-3.317455,2.561166,3.3465261903366894,0.14439889974147158,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_76_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(C(F)(F)F)cc3nsnc:23)c1OC,-5.680615,-3.023616,2.656999,3.230721687522431,0.16419218894492407,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_77_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(F)cc3nsnc:23)c1OC,-5.666998,-2.867531,2.799467,3.236378884914944,0.12569691237591327,Single,F,DHICA,Methylated,7 - DHICA,single
8_78_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(O)cc3nsnc:23)c1OC,-5.648773,-2.655614,2.993159,3.260855192607253,0.0980143910377807,Single,OH,DHICA,Methylated,7 - DHICA,single
8_79_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(S)cc3nsnc:23)c1OC,-5.646601,-2.770362,2.876239,3.405342577222637,0.11133252837331224,Single,SH,DHICA,Methylated,7 - DHICA,single
8_80_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(Br)cc3nsnc:23)c1OC,-5.683266,-2.981678,2.701588,3.241101346453405,0.13301979658928687,Single,Br,DHICA,Methylated,7 - DHICA,single
8_81_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nccc3nsnc:23)c1OC,-5.557414,-2.722697,2.834717,3.0167317023192988,0.11367111802313135,Single,none,DHICA,Methylated,7 - DHICA,single
8_82_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(C)cc3nsnc:23)c1OC,-5.541974,-2.605054,2.93692,3.0852176541457137,0.10783079564967964,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_83_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(C#N)cc3nsnc:23)c1OC,-5.768307,-3.251868,2.516439,3.295740680757337,0.1292864280915897,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_84_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nncc3nsnc:23)c1OC,-5.662728,-3.104561,2.558167,3.221626328241321,0.14891206085820494,Single,none,DHICA,Methylated,7 - DHICA,single
8_85_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(OC(C)=O)nc:23)c1OC,-5.569506,-2.254147,3.315359,3.2232045239337426,0.0481223320578818,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_86_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(NC(C)=O)nc:23)c1OC,-5.557275,-2.163567,3.393708,3.1412202792627504,0.07029177437937534,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_89_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(C=O)nc:23)c1OC,-5.732717,-2.85025,2.882467,3.259884467739587,0.07372921208776244,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_90_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(S(=O)(=O)O)nc:23)c1OC,-5.911083,-3.011761,2.899321,3.363242888272901,0.13080330027091738,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_91_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(C(F)(F)F)nc:23)c1OC,-5.689218,-2.659043,3.030175,3.216289604970836,0.03190577668123826,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_92_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(F)nc:23)c1OC,-5.60433,-2.355683,3.248647,3.236766577222637,0.059427898294142856,Single,F,DHICA,Methylated,7 - DHICA,single
8_93_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(O)nc:23)c1OC,-5.549151,-2.083508,3.465643,3.301223192607253,0.060059139922770614,Single,OH,DHICA,Methylated,7 - DHICA,single
8_94_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(S)nc:23)c1OC,-5.586128,-2.268301,3.317827,3.420397961838022,0.06006743536796709,Single,SH,DHICA,Methylated,7 - DHICA,single
8_95_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(Br)nc:23)c1OC,-5.646523,-2.505801,3.140722,3.2220250387610987,0.06543647927530753,Single,Br,DHICA,Methylated,7 - DHICA,single
8_96_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nccnc:23)c1OC,-5.552994,-2.254876,3.298118,3.035353830875674,0.06199928280648483,Single,none,DHICA,Methylated,7 - DHICA,single
8_97_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(C)nc:23)c1OC,-5.509834,-2.091589,3.418245,3.0817616541457147,0.0614748833610376,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_98_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3ncc(C#N)nc:23)c1OC,-5.755321,-2.950697,2.804624,3.2511773671478696,0.06865779345079039,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_99_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(OC(C)=O)cnc:23)c1OC,-5.55467,-2.251926,3.302744,3.23412463514783,0.05528905289122178,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_100_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(NC(C)=O)cnc:23)c1OC,-5.507525,-2.160932,3.346593,3.137171530421232,0.03808346757562529,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_103_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(C=O)cnc:23)c1OC,-5.807287,-2.892698,2.914589,3.258150148212959,0.08070633532817444,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_104_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.847689,-3.090384,2.757305,3.343179473638754,0.049071871714271624,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_105_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(C(F)(F)F)cnc:23)c1OC,-5.811255,-2.674487,3.136768,3.2293320064717745,0.08176224023078231,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_106_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(F)cnc:23)c1OC,-5.652709,-2.36522,3.287489,3.2476293464534063,0.03436684903884143,Single,F,DHICA,Methylated,7 - DHICA,single
8_107_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(O)cnc:23)c1OC,-5.545103,-2.08462,3.460483,3.295959807991869,0.03506247601413383,Single,OH,DHICA,Methylated,7 - DHICA,single
8_108_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(S)cnc:23)c1OC,-5.583355,-2.266265,3.31709,3.431260731068792,0.0481684504551984,Single,SH,DHICA,Methylated,7 - DHICA,single
8_109_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(Br)cnc:23)c1OC,-5.67619,-2.51204,3.16415,3.2384465772226365,0.06726882504787593,Single,Br,DHICA,Methylated,7 - DHICA,single
8_110_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(C)cnc:23)c1OC,-5.518337,-2.090253,3.428084,3.0889431926072524,0.051063508671625,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_111_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:scc3nc(C#N)cnc:23)c1OC,-5.779864,-2.953617,2.826247,3.261622337562072,0.06657493570467532,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_139_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC(C)=O)ccc3nonc:23)c1OC,-5.622706,-2.458209,3.164498,2.987684783433279,0.00024739864273644536,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_140_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(NC(C)=O)ccc3nonc:23)c1OC,-5.842139,-2.302743,3.539396,2.9509891393183576,0.0036698848722347024,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_142_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC)ccc3nonc:23)c1OC,-5.573407,-2.33619,3.237217,2.89057736714787,0.03076513771042241,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_143_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C=O)ccc3nonc:23)c1OC,-5.822191,-2.896428,2.925763,3.057588609751421,0.08989677519187017,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_144_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S(=O)(=O)O)ccc3nonc:23)c1OC,-5.925086,-3.059655,2.865431,3.056326002719429,0.04605610537044939,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_145_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C(F)(F)F)ccc3nonc:23)c1OC,-5.691882,-2.812458,2.879424,3.043346077766333,0.0070304021098653606,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_146_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(F)ccc3nonc:23)c1OC,-5.652734,-2.497772,3.154963,2.9157370387610992,0.10857721730643857,Single,F,DHICA,Methylated,7 - DHICA,single
8_147_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(O)ccc3nonc:23)c1OC,-5.604788,-2.202713,3.402075,2.956895192607252,0.28289422081996474,Single,OH,DHICA,Methylated,7 - DHICA,single
8_148_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S)ccc3nonc:23)c1OC,-5.748381,-2.399533,3.348848,3.1322816541457144,0.014838294530518121,Single,SH,DHICA,Methylated,7 - DHICA,single
8_149_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(Br)ccc3nonc:23)c1OC,-5.673649,-2.61998,3.053669,2.989815807991868,0.028285046916188775,Single,Br,DHICA,Methylated,7 - DHICA,single
8_150_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cccc3nonc:23)c1OC,-5.660318,-2.394458,3.26586,2.782363736039004,0.06559376362459436,Single,none,DHICA,Methylated,7 - DHICA,single
8_151_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C)ccc3nonc:23)c1OC,-5.652517,-2.316275,3.336242,2.9127407310687907,0.01878812203625222,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_152_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C#N)ccc3nonc:23)c1OC,-5.790848,-2.999296,2.791552,3.04313713046148,0.07037185499510414,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_153_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(OC(C)=O)cc3nonc:23)c1OC,-5.598762,-2.411076,3.187686,3.008403967863307,0.08056898412549911,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_154_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(NC(C)=O)cc3nonc:23)c1OC,-5.719748,-2.274547,3.445201,2.941111660171,0.04728946535739857,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_156_single_A,COc1c:C(c2c(OC)c(OC)cc3cc(C(=O)O)n(C)c23):c2nonc2c1,-5.682643,-2.255181,3.427462,2.908486834603492,0.07565508565963983,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_157_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C=O)cc3nonc:23)c1OC,-5.796744,-3.069237,2.727507,3.074308728094616,0.00816768363479023,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_158_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.824375,-2.990549,2.833826,3.050291105908922,0.10353676308059105,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_159_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C(F)(F)F)cc3nonc:23)c1OC,-5.756645,-2.802656,2.953989,3.019137259755076,0.021058991517851434,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_160_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(F)cc3nonc:23)c1OC,-5.759409,-2.500183,3.259226,2.949745038761097,0.06415029859702175,Single,F,DHICA,Methylated,7 - DHICA,single
8_161_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(O)cc3nonc:23)c1OC,-5.730583,-2.281568,3.449016,3.024983192607253,0.04712750298682361,Single,OH,DHICA,Methylated,7 - DHICA,single
8_162_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(S)cc3nonc:23)c1OC,-5.737182,-2.457146,3.280036,3.22530750029956,0.05957032280240857,Single,SH,DHICA,Methylated,7 - DHICA,single
8_163_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(Br)cc3nonc:23)c1OC,-5.771967,-2.640339,3.131628,2.986383807991867,0.08106864397581963,Single,Br,DHICA,Methylated,7 - DHICA,single
8_164_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C)cc3nonc:23)c1OC,-5.643762,-2.260091,3.383671,2.9198244233764825,0.06320263421973574,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_165_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cc(C#N)cc3nonc:23)c1OC,-5.874152,-3.068838,2.805314,3.049733580165622,0.08135377417413134,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_166_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC(C)=O)ncc3nonc:23)c1OC,-5.681252,-2.956154,2.725098,3.227340019763215,0.0022288413600355258,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_167_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(NC(C)=O)ncc3nonc:23)c1OC,-5.788734,-2.783536,3.005198,3.156943170829016,0.15721877318249852,Single,Amide,DHICA,Methylated,7 - DHICA,single
8_168_single_A,CNc1ncc2nonc2:C:1c1c(OC)c(OC)cc2cc(C(=O)O)n(C)c12,-5.61093,-2.502592,3.108338,3.200690384899349,0.015390824874310928,Single,Amine,DHICA,Methylated,7 - DHICA,single
8_169_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC)ncc3nonc:23)c1OC,-5.547494,-2.777261,2.770233,3.12988860975142,0.085279628767724,Single,Methoxy,DHICA,Methylated,7 - DHICA,single
8_170_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C=O)ncc3nonc:23)c1OC,-5.674452,-3.28898,2.385472,3.2988968937750887,0.06065472895479319,Single,carbonyl,DHICA,Methylated,7 - DHICA,single
8_171_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S(=O)(=O)O)ncc3nonc:23)c1OC,-5.905832,-3.697917,2.207915,3.3194654023441945,0.024718800482861653,Single,Sulfonic Acid,DHICA,Methylated,7 - DHICA,single
8_172_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.776482,-3.245837,2.530645,3.229554895777591,0.010663198905017936,Single,Trifloro,DHICA,Methylated,7 - DHICA,single
8_173_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(F)ncc3nonc:23)c1OC,-5.735416,-3.048008,2.687408,3.185823807991868,0.03553754762472047,Single,F,DHICA,Methylated,7 - DHICA,single
8_174_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(O)ncc3nonc:23)c1OC,-5.575045,-2.837765,2.73728,3.2419376541457137,0.09594814078576294,Single,OH,DHICA,Methylated,7 - DHICA,single
8_175_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(S)ncc3nonc:23)c1OC,-5.692549,-2.899284,2.793265,3.3492564233764828,0.03429369901127139,Single,SH,DHICA,Methylated,7 - DHICA,single
8_176_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(Br)ncc3nonc:23)c1OC,-5.755392,-3.128827,2.626565,3.239426884914945,0.04034697826491473,Single,Br,DHICA,Methylated,7 - DHICA,single
8_177_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:cncc3nonc:23)c1OC,-5.763025,-2.851383,2.911642,3.056280490517401,0.09813560458484268,Single,none,DHICA,Methylated,7 - DHICA,single
8_178_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C)ncc3nonc:23)c1OC,-5.71736,-2.728735,2.988626,3.09680226953033,0.028279249364238437,Single,methyl,DHICA,Methylated,7 - DHICA,single
8_179_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(C#N)ncc3nonc:23)c1OC,-5.868206,-3.391343,2.476863,3.246277958863846,0.015458339751929333,Single,cyanide,DHICA,Methylated,7 - DHICA,single
8_180_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(OC(C)=O)cc3nonc:23)c1OC,-5.66723,-2.839583,2.827647,3.2098821884379136,0.11771512532101057,Single,Acetate,DHICA,Methylated,7 - DHICA,single
8_181_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:nc(NC(C)=O)cc3nonc:23)c1OC,-5.776386,-2.665667,3.110719,3.10207403273819,0.13779817135510736,Single,Amide,DHICA,Methylated,7 - DHICA,single
